Beat_Interval,Systolic,Diastolic
0.704,154.81,64.219
0.704,150.58,65.147
0.72,151.47,67.348
0.76,153.49,68.81
0.8,134.5,57.041
0.856,136.45,59.78
0.824,142.93,63.046
0.904,143.16,63.005
0.872,141.19,63.249
0.896,139.94,62.713
0.696,126.62,58.802
0.736,131.84,60.848
0.704,139.86,60.653
0.688,137.18,58.303
0.672,133.45,62.176
0.688,141.29,62.458
0.664,143.84,62.202
0.68,144,61.541
0.656,141.78,64.849
0.696,164.9,70.37
0.664,159.71,73.32
0.712,165.8,75.769
0.68,170.16,73.892
0.672,162.55,74.435
0.704,169.06,71.505
0.712,161.97,72.278
0.736,163.37,69.943
0.784,166.03,68.524
0.768,159.12,70.031
0.784,158.02,67.501
0.768,157.11,70.085
0.792,160.06,69.783
0.8,160.67,68.817
0.808,157.66,64.85
0.784,152.39,68.427
0.784,158.03,69.112
0.792,154.83,68.412
0.776,157.84,67.147
0.784,156.26,68.182
0.76,156.69,70.187
0.768,157.82,69.943
0.848,166.02,73.31
0.84,161.54,73.65
0.824,159.58,72.422
0.832,161.6,70.709
0.824,161.4,74.192
0.824,161.2,70.822
0.792,161.4,75.069
0.824,161.32,72.938
0.808,161.7,71.52
0.84,160,74.627
0.864,162.92,71.995
0.808,162.55,76.971
0.808,162.87,75.559
0.792,165.05,76.632
0.816,164.82,75.407
0.84,166.49,76.34
0.824,166.5,73.996
0.808,163.68,76.048
0.808,164.61,78.196
0.824,166.17,73.8
0.8,164.08,75.378
0.8,165.98,72.226
0.736,166.23,77.283
0.928,154.07,72.484
0.904,152.63,73.802
0.92,153.17,73.12
0.912,155.7,74.048
0.896,152.84,68.185
0.632,146.31,58.791
0.76,157.86,78.974
0.776,160.06,79.321
0.792,164.8,77.461
0.752,162.25,79.609
0.784,166.98,77.996
0.8,163.71,81.37
0.832,165.75,77.659
0.832,165.44,79.124
0.872,160.17,74.086
0.84,160.16,76.53
0.88,158.62,71.553
0.864,156.49,74.238
0.856,154.6,73.998
0.872,157.74,70.283
0.824,153.07,75.12
0.792,153.33,74.429
0.752,150.34,76.778
0.744,151.32,77.416
0.792,153.49,73.801
0.76,149.66,73.118
0.72,148.59,77.747
0.752,155.45,76.629
0.728,153.93,76.233
0.744,153.77,78.487
0.728,132.99,63.44
0.728,134.12,62.901
0.736,130.81,57.927
0.728,128.13,64.127
0.736,137.95,68.865
0.8,142.6,72.19
0.8,144.28,55.239
0.76,125.43,54.408
0.752,117.67,52.505
0.816,123.03,57.582
0.8,130.09,57.927
0.8,128.73,53.919
0.768,122.15,58.658
0.76,127.1,57.048
0.816,129.72,56.169
0.72,127.8,62.024
0.704,133.64,63.047
0.696,133.49,61.145
0.656,128,62.657
0.664,132.47,64.566
0.648,139.12,67.086
0.656,140.02,64.849
0.632,136.3,65.343
0.64,138.12,68.958
0.632,146.22,73.051
0.792,148.15,69.975
0.8,147.07,61.683
0.752,135.65,66.179
0.792,145.24,69.796
0.816,147.49,60.659
0.808,137.64,59.245
0.776,131.52,64.13
0.696,148.63,72.913
0.704,152,73.849
0.712,156.35,70.235
0.696,150.83,67.988
0.688,149.69,70.079
0.712,153.82,74.875
0.744,157.41,72.382
0.72,154.99,66.363
0.736,148.87,66.179
0.856,136.99,59.98
0.904,139,59.149
0.904,136.72,59.489
0.928,136.69,51.478
0.784,126.26,54.504
0.88,128.83,57.583
0.896,123.68,56.065
0.864,127.76,55.728
0.912,131.12,57.245
0.848,129.83,58.368
0.904,129.98,53.287
0.848,125.47,58.319
0.752,141.58,64.856
0.744,146.12,63.488
0.728,142.38,66.132
0.744,146.06,67.11
0.736,151.75,69.4
0.832,152.51,65.774
0.744,148.05,61.429
0.744,142.16,66.163
0.792,148.23,67.94
0.64,144,72.246
0.608,144.73,75.401
0.608,147.84,77.17
0.632,154.05,79.016
0.608,148.29,79.172
0.608,152.77,94.558
0.608,173.79,91.083
0.624,175.44,95.63
0.616,176.84,94.349
0.592,174.49,95.419
0.624,160.6,85.272
0.64,168.25,93.646
0.6,180.85,95.213
0.648,177.59,93.179
0.6,174.33,90.151
0.608,168.26,89.014
0.624,177.98,93.188
0.648,182.91,90.163
0.624,175.04,81.395
0.64,168.09,77.405
0.656,166.28,79.659
0.712,170.61,81.659
0.72,166.84,82.148
0.744,163.31,80.586
0.76,159.65,76.242
0.752,152.64,70.28
0.704,144.18,74.525
0.736,154.38,77.01
0.728,157.92,79.413
0.776,156.2,78.44
0.728,118.01,52.504
0.808,129.04,61.774
0.824,132.77,64.129
0.864,134.41,65.498
0.848,133.86,50.402
0.808,119.97,50.552
0.792,129.06,55.769
0.744,131.48,62.025
0.824,135.68,55.093
0.76,127.23,61.93
0.736,129.18,59.038
0.744,134.55,59.077
0.72,132.68,57.487
0.84,175.21,75.064
0.784,167.71,80.933
0.784,172.08,80.294
0.776,176.21,81.226
0.8,177.53,80.249
0.792,176.73,78.333
0.816,173.72,77.651
0.92,163.65,69.552
0.896,161.93,70.481
0.688,159.79,63.276
0.912,159.91,71.8
0.856,161.18,70.42
0.8,170.61,82.977
0.792,175.65,86.148
0.784,178.19,79.752
0.728,174.38,79.749
0.784,172.5,78.043
0.728,176.69,82.238
0.864,176.87,79.322
0.776,166.91,80.784
0.808,171.45,80.295
0.76,168.16,79.221
0.8,168.21,76.776
0.784,166.81,82.496
0.768,163.54,78.973
0.784,170.93,80.737
0.776,169.97,78.342
0.816,168.53,76.976
0.784,165.41,78.881
0.8,167.88,78.782
0.8,172.58,78.782
0.784,171.23,83.57
0.8,178.33,83.86
0.792,177.75,83.417
0.872,165.43,79.126
0.888,168.68,75.61
0.872,165.9,74.728
0.816,162.01,78.489
0.848,168.2,80.589
0.856,170.4,80.099
0.872,169.32,79.566
0.672,158.67,70.186
0.68,152.06,71.062
0.68,151.41,72.283
0.696,155.13,69.735
0.696,152.18,73.165
0.704,155.39,70.031
0.704,156.09,68.713
0.72,152.48,71.286
0.736,155.36,72.499
0.744,156.24,72.077
0.776,151.05,69.788
0.808,153.85,69.788
0.808,152.7,65.339
0.744,145.68,68.795
0.832,151.29,66.375
0.768,150.93,66.715
0.792,148.04,68.815
0.816,149.32,68.523
0.832,147.38,67.782
0.888,149.28,65.056
0.864,147.13,62.42
0.856,142.88,64.225
0.832,144.81,63.592
0.776,143.48,67.745
0.792,148.94,71.31
0.768,148.72,65.489
0.808,166.07,64.13
0.848,145.55,62.177
0.64,138.35,64.324
0.856,157.56,76.231
0.808,158.46,76.878
0.816,157.45,79.171
0.88,155.57,77.802
0.792,137.53,60.125
0.744,135.7,68.038
0.752,149.2,73.313
0.744,154.36,73.161
0.744,152.58,66.621
0.696,144.4,70.666
0.712,150.97,74.851
0.736,158.52,79.419
0.712,160.37,80.24
0.824,148.16,76.195
0.816,130.71,55.913
0.76,127.19,63.435
0.792,139.5,69.796
0.832,144.95,74.777
0.832,148.78,76.095
0.816,137.21,69.338
0.8,143.21,74.337
0.84,146.66,76.635
0.84,148.95,55.776
0.8,129.72,56.654
0.784,130.13,64.611
0.768,140.72,70.914
0.816,145.78,72.232
0.848,143.15,70.188
0.832,142.37,53.716
0.808,127.11,61.973
0.824,132.1,63.836
0.816,136.33,71.066
0.824,142.32,72.724
0.816,143.06,74.485
0.656,146.2,66.865
0.656,143.8,70.069
0.64,147.96,73.093
0.664,154.85,73.055
0.648,153.11,69.534
0.64,150.5,70.674
0.64,153.57,73.5
0.664,159.48,75.36
0.672,158.92,69.298
0.648,154.11,71.98
0.816,134.4,67.501
0.832,137.26,69.258
0.816,138.9,69.064
0.832,138.75,54.053
0.768,123.6,55.239
0.736,123.64,62.711
0.744,136.11,70.526
0.792,144.32,75.853
0.84,134.91,68.52
0.864,135.57,69.358
0.784,123.58,62.812
0.808,132.22,66.425
0.808,136.29,69.4
0.816,138.04,69.597
0.832,139.5,71.65
0.856,139.62,60.173
0.816,127.98,65.254
0.8,134.21,68.424
0.864,140.61,69.837
0.84,139.72,72.239
0.864,140.22,58.22
0.696,156.27,81.906
0.704,162.43,78.778
0.632,160.85,84.396
0.728,158.06,81.42
0.704,171.28,86.684
0.736,172.47,82.913
0.784,172.22,80.485
0.8,168.51,79.904
0.76,167.63,82.344
0.544,185.36,85.371
0.632,185.45,83.468
0.576,185.26,84.917
0.576,185.51,86.83
0.576,185.31,88.242
0.584,185.22,90.748
0.584,185.31,92.158
0.576,185.92,91.222
0.592,186.03,92.165
0.608,185.34,85.617
0.592,185.38,88.784
0.736,185.45,77.804
0.736,185.18,78.49
0.752,185.13,76.924
0.672,185.2,66.85
0.744,185.36,78.288
0.776,185.1,77.365
0.744,185.3,78.044
0.8,185.44,76.922
0.816,185.09,75.364
0.768,185.11,77.745
0.832,185.12,77.659
0.824,185.13,68.712
0.776,185.12,75.405
0.584,185.65,81.708
0.6,185.53,87.371
0.6,185.82,90.497
0.608,185.26,86.53
0.616,185.82,80.917
0.6,185.53,82.054
0.6,185.63,87.172
0.624,185.47,90.554
0.584,185.42,84.545
0.592,185.28,87.705
0.6,185.83,88.919
0.6,185.2,82.971
0.592,185.26,84.008
0.6,185.17,88.111
0.6,185.37,89.416
0.608,185.28,84.106
0.584,185.16,80.671
0.616,185.38,86.977
0.6,185.2,89.956
0.592,185.34,86.548
0.6,185.27,89.663
0.608,185.46,87.116
0.608,185.39,82.145
0.592,185.39,82.576
0.584,185.36,87.856
0.6,185.6,90.73
0.6,185.59,83.652
0.592,185.42,84.978
0.6,185.32,88.592
0.608,185.26,89.82
0.592,174.44,77.523
0.592,175.6,77.875
0.592,175.7,75.061
0.584,170.87,77.58
0.592,174.16,78.992
0.584,178.41,77.987
0.592,172.5,72.608
0.584,167.69,74.781
0.584,171.37,75.042
0.592,176.21,76.635
0.584,177.54,84.218
0.592,173.39,73.497
0.576,167.97,75.421
0.592,175.64,75.656
0.584,177.83,77.752
0.592,179.06,75.056
0.6,176.42,76.468
0.584,173.18,76.945
0.592,177.69,78.758
0.6,180.71,76.715
0.584,177.28,82.509
0.6,182.34,84.272
0.616,188.89,89.368
0.608,187.55,88.003
0.624,184.35,88.439
0.616,183.62,87.73
0.632,180.38,76.185
0.616,166.4,73.497
0.584,165.92,78.767
0.616,176.08,76.837
0.592,175.91,76.946
0.592,173.19,78.587
0.592,179.9,82.045
0.592,137.67,78.816
0.592,118.04,74.664
0.584,110.38,77.071
0.584,111.43,74.587
0.584,114.12,74.772
0.584,112.62,76.129
0.584,112.07,75.944
0.584,110.9,76.634
0.632,164.07,75.724
0.64,162.94,71.605
0.616,162.35,68.862
0.6,155.85,73.01
0.584,162.1,79.745
0.608,173.11,83.083
0.616,174.5,86.085
0.608,173.71,84.214
0.616,173.53,85.688
0.608,173.15,87.906
0.616,173.16,87.551
0.6,164.3,77.126
0.6,164.09,72.424
0.624,159.32,68.619
0.608,153.17,67.342
0.616,151.49,71.5
0.616,159.79,74.773
0.608,161.87,74.836
0.64,160.41,71.621
0.608,155.74,67.928
0.632,150.15,69.272
0.616,151.32,67.564
0.592,162.4,78.415
0.608,163.55,73.864
0.584,161.71,80.051
0.584,162.36,79.28
0.584,165.36,82.441
0.592,166.01,80.688
0.592,166.09,79.529
0.592,165.68,74.534
0.584,163.55,82.103
0.584,167.16,80.854
0.608,171.37,74.786
0.632,126.03,62.411
0.648,134.23,63.282
0.656,134.25,60.187
0.632,128.25,63.122
0.64,132.26,65.341
0.64,137.71,63.684
0.648,135.2,61.18
0.624,129.53,64.516
0.64,134.62,65.166
0.656,139.89,60.712
0.664,139.55,65.928
0.688,139.44,61.75
0.696,131.88,57.672
0.656,124.22,60.133
0.664,129.26,61.654
0.68,135.6,61.819
0.688,133.33,57.844
0.664,126.4,61.833
0.696,130.12,59.251
0.672,133.31,61.598
0.672,131.04,58.313
0.648,124.57,61.36
0.664,127.65,60.942
0.672,131.59,58.958
0.656,127,62.36
0.672,129.28,58.609
0.672,129.6,59.72
0.648,129.38,61.645
0.704,124.49,63.358
0.72,127.47,65.054
0.72,127.08,66.751
0.744,124.89,53.039
0.712,109.02,51.28
0.672,105.92,56.733
0.696,117.81,60.13
0.696,123.71,64.178
0.68,125.6,65.464
0.688,124.85,64.992
0.688,128.14,66.333
0.696,128.56,66.867
0.728,128.21,66.924
0.536,121.14,53.749
0.688,112.12,52.92
0.688,114.26,58.137
0.696,124.49,64.174
0.68,108.94,64.504
0.688,112.29,67.449
0.696,117.04,70.622
0.712,117.77,69.861
0.72,117.75,61.538
0.704,108.83,60.603
0.672,106.39,65.101
0.704,115.43,68.746
0.712,118.55,68.806
0.72,118.38,68.806
0.68,103.93,64.526
0.688,112.59,68.218
0.704,115.85,65.575
0.688,112.09,62.295
0.664,106.92,66.287
0.68,113.04,68.211
0.672,116.87,69.962
0.696,116.77,69.681
0.712,115.89,69.216
0.704,114.93,71.563
0.696,115.26,72.138
0.688,114.75,72.497
0.776,111.76,63.351
0.72,108.72,62.361
0.672,106.35,66.287
0.672,115.72,73.189
0.68,120.13,68.372
0.672,113.48,65.631
0.72,134.87,75.783
0.72,136.68,71.968
0.704,132.14,73.2
0.752,129.81,73.966
0.736,135.54,75.901
0.728,134.7,71.795
0.728,129.5,74.26
0.736,131.22,74.257
0.696,131.07,74.073
0.768,134.02,70.039
0.752,129.64,73.496
0.752,129.73,72.675
0.76,132.28,73.908
0.752,132.22,73.428
0.768,130.55,73.087
0.72,122.4,70.209
0.752,124.17,71.446
0.76,130.17,68.398
0.744,123.51,67.75
0.728,121.62,71.27
0.728,128.42,74.016
0.752,130.79,75.01
0.752,130.75,74.432
0.744,128.6,68.691
0.72,121.86,69.746
0.728,123.5,71.616
0.776,128.43,71.444
0.808,127.36,70.566
0.808,126.63,65.701
0.768,120.55,64.586
0.728,115.46,68.448
0.76,122.87,65.819
0.712,123.37,72.674
0.72,126.71,72.032
0.68,121.83,71.618
0.688,130.05,75.021
0.672,131.51,75.9
0.688,131.79,75.535
0.696,131.53,70.501
0.696,124.91,69.332
0.664,121.73,72.617
0.696,129.28,73.556
0.688,133.32,75.725
0.648,139.52,58.879
0.64,136.04,61.418
0.648,138.63,61.657
0.648,140.63,64.646
0.648,142.62,66.213
0.664,142.68,62.408
0.672,138.37,58.667
0.664,133.93,60.895
0.664,135.15,60.836
0.656,139.62,61.708
0.688,137.93,61.306
0.696,140.79,62.302
0.696,140.6,60.247
0.696,136.94,62.127
0.704,138.2,61.595
0.696,140.57,61.13
0.704,138.47,60.247
0.728,136.53,61.42
0.72,139.49,63.182
0.72,138.58,62.638
0.704,139.52,62.83
0.696,140.5,63.416
0.712,140.25,61.762
0.704,137.94,59.368
0.688,134.15,61.478
0.704,139.69,61.072
0.704,139.41,59.548
0.68,136.75,60.881
0.68,114.05,54.154
0.664,109.85,58.7
0.664,115.18,60.352
0.696,118.34,62.882
0.696,120.43,64.119
0.696,121.39,64.76
0.72,121.86,65.286
0.736,122.34,53.569
0.696,120.75,58.134
0.712,125.36,59.482
0.72,126.09,59.952
0.72,126.15,52.218
0.752,117.78,50.396
0.688,112.56,54.559
0.72,120.81,57.021
0.728,125.48,58.607
0.736,125.39,58.49
0.752,121.9,56.555
0.704,122.02,54.308
0.752,124.04,53.913
0.744,120.27,55.955
0.712,122.41,53.442
0.736,120.04,55.263
0.736,121.7,55.914
0.752,122.88,53.683
0.752,121.74,55.5
0.752,123.42,53.335
0.728,119.64,55.562
0.76,121.91,53.862
0.752,122.27,52.506
0.752,120.43,54.326
0.776,122.5,53.101
0.76,120.61,54.214
0.712,119.78,55.796
0.744,123.04,53.859
0.728,119.9,56.028
0.744,122.14,53.042
0.752,119.47,50.988
0.752,117.85,53.86
0.792,120.95,50.522
0.744,115.31,50.521
0.704,117.76,55.851
0.72,120.24,59.02
0.72,126.2,61.417
0.736,127.82,62.71
0.76,128.13,55.616
0.744,119.48,53.097
0.72,118.91,57.842
0.744,125.61,60.541
0.712,120.96,53.039
0.696,116.67,54.038
0.704,119.5,56.441
0.712,124.12,58.434
0.744,125.57,58.61
0.776,126.58,55.15
0.768,119.89,50.168
0.736,114.36,53.976
0.76,119.75,54.741
0.888,137.19,56.736
0.856,127.58,55.447
0.792,124.36,61.481
0.816,132.92,65.058
0.848,137.18,67.753
0.856,139.86,67.226
0.864,139.4,68.515
0.928,142.07,56.795
0.896,126.71,54.216
0.864,125.35,60.016
0.904,132.52,60.253
0.888,132.56,55.916
0.84,127.1,61.307
0.84,130.31,61.306
0.848,132.36,57.79
0.84,124.89,54.214
0.752,117.68,61.834
0.824,132.15,62.772
0.848,134.25,61.543
0.8,132.76,63.124
0.824,133.67,62.008
0.744,112.78,56.731
0.744,112.06,56.028
0.736,111.09,55.503
0.736,110.48,54.976
0.736,110.06,54.621
0.728,109.56,54.094
0.736,108.89,53.745
0.728,108.79,53.446
0.728,108.61,53.332
0.728,107.36,52.807
0.72,107.71,53.159
0.728,108.13,53.276
0.728,108.2,53.335
0.728,108.32,53.446
0.736,108.33,54.035
0.744,108.52,54.273
0.752,108.38,54.273
0.752,107.61,55.853
0.696,118.63,58.962
0.704,118.37,58.962
0.712,116.87,58.959
0.72,115.27,58.138
0.712,112.68,57.317
0.712,111.26,56.91
0.712,110.18,56.558
0.712,109.91,56.262
0.712,109.39,55.793
0.704,113.51,55.262
0.728,113.25,54.976
0.728,112.01,54.859
0.728,110.43,54.094
0.744,109.11,53.393
0.736,107.21,52.924
0.736,106.33,52.221
0.736,105.41,51.869
0.744,104.97,51.4
0.728,105.66,52.159
0.728,105.5,52.042
0.728,105.42,52.104
0.728,104.83,51.567
0.736,104.27,50.929
0.736,103.52,50.929
0.728,103.81,51.866
0.728,104.33,52.104
0.728,104.15,52.749
0.712,114.22,55.562
0.72,115.47,56.145
0.728,114.47,56.084
0.744,112.58,55.21
0.736,110.86,54.859
0.736,109.39,54.325
0.744,107.87,52.98
0.736,106.4,53.335
0.736,106.22,53.393
0.608,155.7,64.128
0.608,155.63,64.565
0.608,159.77,66.177
0.608,159.64,65.984
0.608,157.92,65.688
0.608,156.9,65.535
0.608,156.71,64.9
0.616,156.24,64.177
0.608,156.06,64.854
0.608,157.34,64.121
0.616,156.31,63.779
0.616,155.65,62.897
0.624,150.06,61.094
0.616,150.82,65.342
0.608,153.2,63.923
0.624,150.69,61.778
0.608,147.56,66.424
0.616,153.49,64.46
0.616,151.19,61.139
0.608,148.19,65.151
0.608,153.18,63.776
0.608,154.15,64.711
0.608,153.11,64.658
0.608,152.28,62.705
0.608,152.7,64.861
0.608,160.12,66.128
0.608,157.24,64.903
0.608,154.04,64.216
0.616,152.81,63.786
0.608,152.77,63.051
0.6,153.38,64.369
0.616,158.4,65.151
0.608,155.7,64.128
0.608,155.63,64.565
0.608,159.77,66.177
0.608,159.64,65.984
0.608,157.92,65.688
0.608,156.9,65.535
0.608,156.71,64.9
0.616,156.24,64.177
0.608,156.06,64.854
0.608,157.34,64.121
0.616,156.31,63.779
0.616,155.65,62.897
0.624,150.06,61.094
0.616,150.82,65.342
0.608,153.21,63.923
0.624,150.69,61.778
0.608,147.56,66.424
0.616,153.49,64.46
0.616,151.2,61.139
0.608,148.19,65.151
0.608,153.19,63.776
0.608,154.15,64.711
0.608,153.11,64.659
0.608,152.28,62.705
0.608,152.7,64.861
0.608,160.12,66.128
0.608,157.24,64.903
0.608,154.04,64.216
0.616,152.81,63.786
0.608,152.77,63.051
0.6,153.38,64.37
0.616,158.4,65.151
0.544,111.04,71.17
0.536,108.74,69.48
0.544,107.6,70.621
0.536,108.87,71.079
0.528,110.03,69.932
0.552,108.75,69.937
0.536,107.56,69.39
0.536,108.39,69.155
0.52,107.43,69.77
0.56,113.52,66.049
0.544,107.24,69.249
0.544,108.12,69.212
0.52,108.44,68.25
0.552,105.78,67.254
0.552,104.43,68.952
0.536,107.85,69.126
0.544,106.98,67.141
0.536,105.01,67.823
0.544,105.86,69.302
0.536,107.83,70.297
0.368,110.24,63.485
0.544,111.59,68.837
0.528,109.28,69.639
0.528,110.05,71.479
0.536,111.43,69.732
0.528,110.72,68.427
0.528,109.13,69.501
0.528,110.49,70.003
0.528,115.46,68.8
0.528,110.68,68.222
0.528,109.82,70.523
0.528,114.2,70.869
0.528,110.42,71.646
0.528,111.13,74.181
0.528,113.94,74.702
0.528,113.99,70.884
0.528,111.51,71.283
0.536,112.06,75.403
0.528,114.98,73.884
0.52,113.94,72.162
0.528,112.5,71.833
0.528,112.54,75.305
0.528,115.18,74.076
0.52,113.76,72.077
0.52,114.66,72.516
0.52,115.09,75.577
0.528,116.78,74.968
0.528,116.24,70.835
0.536,115.39,69.887
0.52,114.44,76.277
0.472,116.77,74.699
0.512,114.76,69.587
0.528,115.61,74.861
0.536,114.54,76.238
0.528,116.72,74.239
0.52,114.73,72.659
0.528,157.69,62.122
0.568,154.19,62.118
0.544,159.48,62.63
0.544,162.85,62.544
0.544,161.43,62.247
0.544,158.49,62.349
0.552,155.05,58.21
0.544,157.57,63.13
0.552,162.62,62.899
0.512,144.25,87.609
0.504,151.25,89.883
0.512,154.05,91.606
0.504,155.68,92.595
0.504,154.26,91.503
0.512,155.86,94.553
0.504,159,95.229
0.504,162.47,96.827
0.504,164.32,97.08
0.512,162.74,94.407
0.504,157.76,91.769
0.504,156.54,93.523
0.504,159.39,93.518
0.504,158.26,96.783
0.512,155.44,93.666
0.512,146.11,83.422
0.512,138.16,82.689
0.504,139.56,85.357
0.512,146.41,87.223
0.504,151.32,90.287
0.512,153.89,92.152
0.504,152.63,92.183
0.512,149.64,92.383
0.512,146.46,90.726
0.512,142.2,87.889
0.512,137.58,87.018
0.512,136.39,87.116
0.512,138.17,88.248
0.512,138.32,88.342
0.52,137.93,76.908
0.52,127.66,76.473
0.52,127.28,77.897
0.512,135.88,83.262
0.512,143.86,87.702
0.512,150.93,93.764
0.512,135.17,84.568
0.52,140,86.108
0.512,134.62,76.259
0.512,132.07,74.19
0.504,128.78,72.694
0.48,127.92,78.468
0.544,122.75,77.56
0.52,118.55,77.405
0.504,122.94,75.536
0.504,120.76,73.378
0.512,125.26,76.753
0.488,128.89,80.609
0.504,129.52,77.653
0.504,142.44,77.814
0.504,134.68,76.064
0.504,133.04,78.649
0.512,137.34,78.853
0.504,139.69,80.558
0.504,141.65,77.965
0.512,138.21,77.316
0.504,138.38,79.789
0.512,141.86,81.019
0.504,142.67,79.536
0.504,141.09,78.4
0.512,138.85,77.538
0.512,139.21,80.766
0.512,133.73,74.727
0.504,131.25,75.34
0.52,133.01,76.334
0.504,133.25,76.051
0.52,132.38,73.555
0.504,128.13,72.645
0.512,127.24,74.302
0.52,129.98,76.313
0.512,131.66,78.72
0.512,134.27,75.984
0.744,116.35,54.389
0.624,137.23,66.14
0.6,115.48,61.652
0.576,124.11,63.84
0.752,115.58,54.193
0.624,133.48,65.202
0.576,117.03,63.72
0.704,121.95,56.535
0.576,123.83,64.061
0.648,116.17,59.269
0.528,123.19,60.908
0.536,124,62.08
0.536,124.15,58.869
0.544,123.39,59.655
0.528,124.16,63.451
0.544,131.41,64.584
0.544,127.97,61.645
0.544,121.36,58.017
0.544,126.5,62.826
0.544,127.78,58.414
0.536,134.15,62.696
0.552,118.91,55.435
0.528,126.61,64.144
0.528,126.03,63.712
0.544,131.22,61.658
0.552,118.59,55.601
0.52,125.5,63.526
0.552,123.82,61.345
0.544,134.66,62.934
0.52,117.86,57.821
0.528,117.28,58.642
0.528,127.28,64.373
0.552,128.94,59.584
0.528,129.05,66.027
0.536,128,62.894
0.544,124.03,58.397
0.576,117.77,54.816
0.536,129.3,62.816
0.52,127.23,66.027
0.528,129.97,61.133
0.544,119.12,56.685
0.536,120.39,58.407
0.544,128.61,63.839
0.52,130.86,66.955
0.544,121.67,57.281
0.544,120.2,57.509
0.912,154.3,55.212
0.896,162.71,55.954
0.904,153.27,53.219
0.88,160.49,57.944
0.92,158.29,51.264
0.896,151.64,51.147
0.904,154.74,50.757
0.888,158.43,58.142
0.896,163.49,51.46
0.896,150.09,55.641
0.88,161.9,53.648
0.912,152.14,51.774
0.896,160.18,59.198
0.904,156.91,51.695
1.192,141.01,52.904
1.192,137.91,52.324
1.2,137.05,53.115
1.2,138.68,52.281
1.232,149.06,56.782
1.2,149.59,55.928
1.208,147.18,57.923
1.208,148.63,55.523
1.232,146.82,54.844
1.216,145.02,55.112
1.216,147.04,54.915
1.224,145.85,53.458
0.696,133.81,70.87
0.696,135.31,72.677
0.688,138.9,73.645
0.696,139.65,74.09
0.688,140.17,74.628
0.696,140.67,72.77
0.688,136.84,72.961
0.696,138.92,74.528
0.704,142.15,75.559
0.672,138.65,72.476
0.672,138.06,72.628
0.672,138.14,70.91
0.664,134.73,70.815
0.656,135.24,72.914
0.656,139.14,73.895
0.664,139.46,73.645
0.688,139.43,73.507
0.68,139.1,73.556
0.696,136.38,71.798
0.68,135.1,73.599
0.68,139.5,74.332
0.672,141.09,74.872
0.688,140.97,74.875
0.696,140.71,74.968
0.696,140.45,74.919
0.712,139.2,72.281
0.688,135.25,73.165
0.664,138.7,74.625
0.696,133.81,70.87
0.696,135.31,72.677
0.688,138.9,73.645
0.696,139.65,74.091
0.688,140.17,74.628
0.696,140.67,72.77
0.688,136.84,72.961
0.696,138.92,74.528
0.704,142.15,75.559
0.672,138.65,72.476
0.672,138.06,72.628
0.672,138.14,70.91
0.664,134.73,70.815
0.656,135.24,72.914
0.656,139.14,73.895
0.664,139.46,73.645
0.688,139.43,73.507
0.68,139.1,73.556
0.696,136.38,71.798
0.68,135.1,73.599
0.68,139.5,74.332
0.672,141.09,74.872
0.688,140.97,74.875
0.696,140.71,74.968
0.696,140.45,74.919
0.712,139.2,72.281
0.688,135.25,73.165
0.664,138.7,74.625
0.704,136.03,71.648
0.672,132.05,74.329
0.688,137.89,74.774
0.688,138.2,74.774
0.704,138.21,74.333
0.704,137.32,74.188
0.696,136.53,73.993
0.696,135.66,73.309
0.688,134.56,73.068
0.664,130.75,76.278
0.664,132.28,76.966
0.64,136.62,78.241
0.648,136.74,80.971
0.656,131.96,72.527
0.648,131.51,76.913
0.64,135.24,76.424
0.64,135.54,78.58
0.664,138.75,75.892
0.664,138.47,74.964
0.664,137.86,75.204
0.672,137.57,75.559
0.664,137.59,75.595
0.688,138.52,73.205
0.664,134.44,75.312
0.704,135.61,73.988
0.688,137.36,75.119
0.696,137.58,75.363
0.664,129.08,72.381
0.664,128.35,69.499
0.656,122.72,71.641
0.648,128.34,73.158
0.648,131.42,74.321
0.664,131.64,74.728
0.672,131.49,74.088
0.68,128.96,71.349
0.664,126.46,73.83
0.664,132.11,75.403
0.696,132.03,75.067
0.704,130.37,71.941
0.688,124.68,73.387
0.664,132.5,75.354
0.704,133.25,75.16
0.704,132.16,74.289
0.712,130.76,70.479
0.688,125.27,73.153
0.672,131.25,75.4
0.68,132.73,74.918
0.64,125.63,72.067
0.656,129.79,71.99
0.664,129.88,70.964
0.664,128.6,70.17
0.672,127.23,69.542
0.68,125.6,65.934
0.648,118.8,65.822
0.648,123.59,67.932
0.64,125.58,70.905
0.656,130.22,71.058
0.584,141.41,64.116
0.6,148.61,65.891
0.568,143.23,66.281
0.592,139.76,63.92
